FCID,ANNPRE,ANNTMP,AUGMAXT,CONTPRE,CVPRE,DECMINT,DIFTMP,SMRTMP,SMRTP,ASPTR,DEM,PRR,SLPPCT,TPI450,TC1,TC2,TC3,NBR
52775,703,1156.2222,3033.6667,415.2222,9163.5556,53.2222,2980.6667,1744,354,2.3333,532.3333,18798.4444,24.8889,39,167,136.1111,-14.6667,783.6667
52776,706,1125.3333,2814,426,9099.5556,107,2706.6667,1683.3333,337.3333,111.1111,640.3333,17964.6667,68.7778,-39,279.7778,206.6667,-56.1111,691.6667
52777,711.3333,1036.8889,2558.8889,443.6667,8993.4444,149.5556,2409.1111,1558.7778,306.6667,90.8889,1030.7778,14770.4444,30.5556,87.3333,167.7778,127.8889,-26.8889,730.2222
52778,670,1155.6667,2785,479,9105.3333,83,2702.3333,1747.2222,380,66.7778,901.3333,19071.6667,21.3333,69.6667,247.3333,109,-92.3333,419.1111
52779,671,1138.1111,2994.3333,484,9103.7778,-48,3043.2222,1735.8889,375.8889,180.4444,497.8889,11341.8889,37.6667,-44.5556,203,140,-44.6667,666.1111
52780,672,1138.1111,2916.4444,482,9099,2.3333,2914.4444,1734.7778,374.8889,139.6667,665,12787.3333,31.4444,20.4444,185.5556,143,-23.3333,747.6667
52781,695.8889,1099.8889,2836.1111,496,9026.6667,-21.2222,2858.2222,1697.8889,347.4444,141.7778,652.1111,10019,52.2222,-51.2222,137.8889,95.8889,-20.8889,703
52782,702.8889,1091.8889,2670.3333,500,9016.2222,65.5556,2604.7778,1684.2222,339.1111,93.3333,788,11839.2222,52.6667,-99.5556,173.5556,110.2222,-40,634.2222
52783,700.7778,990.4444,2543.5556,501.2222,9009.2222,35.6667,2507.8889,1559.5556,315.5556,193.2222,1063.8889,12283.8889,35.7778,0.2222,179.6667,130.1111,-28.5556,705.5556
52784,690.2222,1065,2703.3333,496.1111,9040.6667,35.3333,2668,1648.7778,341.8889,194.8889,933.2222,11540.6667,44.4444,33.6667,206.1111,155,-31.6667,723.6667
52785,670,1154,3046.5556,466.7778,9127.3333,-56.2222,3103.6667,1760.5556,385,134.4444,488.6667,13613.2222,25.2222,-5.2222,185.3333,102.3333,-56.2222,552.5556
52786,717,972.5556,2447,437,8936.3333,99.5556,2347.4444,1491.3333,290.8889,194.8889,1058.6667,10297.1111,54.6667,35.7778,212.3333,152.8889,-34.1111,695.8889
52787,726,965,2467.3333,410,9034.1111,86.8889,2380.5556,1489.8889,290,49.8889,1063.2222,15033.2222,52.7778,46.5556,175,142,-19.1111,764.5556
52788,718,1062.6667,2609.6667,432.2222,8965,159.7778,2450.1111,1602.7778,312.7778,73.1111,883.2222,12814.7778,59.3333,-43.2222,164.6667,122.3333,-25.5556,715.6667
52789,679,1168.2222,3023.4444,456,9129,34,2989.3333,1770.6667,379,158.8889,556.8889,12118,33.6667,-31.2222,174.7778,131,-20.4444,746.4444
52790,695,1189.8889,2876.6667,403.4444,9350.2222,116.3333,2760,1746.8889,364.6667,48.5556,210.6667,18277.3333,13.6667,-11.5556,446,80.2222,-273.3333,106.5556
52791,680,1166.6667,3053.3333,456,9129,13.3333,3040.3333,1774.7778,379.2222,121.3333,495.3333,16723.2222,40.1111,-44.3333,259.8889,175.2222,-52.7778,656.4444
52792,680,1178.8889,3015.6667,455.6667,9129,57.1111,2958.3333,1781,381,35.1111,573.8889,15636.8889,58.2222,-15.2222,148.4444,121.3333,-15.6667,778
52793,679,1180,2982,460,9123.7778,61.1111,2920.7778,1783,381.3333,99.7778,681.4444,16394.2222,26.4444,58.2222,249.1111,152.7778,-64,607.4444
52794,684.8889,1189.6667,2920.3333,448,9132.8889,89.3333,2831.1111,1790.7778,380,9.1111,711.1111,17895.6667,40.5556,5.7778,180.4444,137.6667,-30.7778,713
52795,685,1177.1111,2960.3333,449,9129.8889,72.6667,2887.8889,1773.1111,375.7778,75,706.6667,15161.1111,35.5556,75,189,142.6667,-25.6667,732.8889
52796,684,1184.8889,2875.6667,465,9090,106.5556,2769,1779.8889,376.1111,27.2222,742,16655.8889,47.6667,27,204.3333,141.4444,-39,666
52797,684,1156.3333,2959.6667,463.6667,9090.6667,63,2896.6667,1746.6667,369,8.4444,558.1111,17288.6667,17.1111,-38.8889,235,160.3333,-41,671.2222
52798,689,1153.2222,2976.4444,448,9110.6667,50.1111,2926.6667,1745.8889,365.7778,117.8889,601.5556,18719.4444,36.3333,-15.4444,301.6667,223.6667,-50.8889,714.2222
52799,690,1152.4444,2945,447.7778,9106.4444,63.8889,2880.8889,1742.6667,364.3333,62.5556,643.4444,19766.3333,36.3333,-34,209.8889,143.6667,-40.5556,676.1111
52800,703.3333,1102.2222,2699.3333,434,9044.2222,130.1111,2569.1111,1670.4444,339.7778,143.3333,990.6667,8216.4444,76,55.2222,110.6667,78.8889,-15.2222,717.4444
52801,708.5556,1028.7778,2601.5556,431,9027.4444,105.7778,2496,1582,318.1111,154.1111,1068.2222,16543.4444,15.6667,79.6667,244.5556,119.3333,-81.6667,497.3333
52802,707,1040.3333,2619.1111,427,9023.6667,119.3333,2500,1597.5556,321.3333,187.7778,1000.1111,14725.2222,51,10.5556,237.6667,137.4444,-63.3333,578.6667
52803,706,1098.7778,2709.8889,424.3333,9044.7778,157.1111,2552.8889,1658,335,93.6667,968.8889,19629.1111,39.6667,59.6667,319.3333,177.8889,-95.4444,542.2222
52804,687,1188,3088.5556,459,9104.5556,2.6667,3086.6667,1811.4444,381.1111,193.4444,417.5556,15011.6667,10.8889,-34.3333,197.3333,145.6667,-28.2222,723.4444
52805,707,1068.7778,2665.4444,426,9036.5556,157.1111,2508,1623.6667,327,159.7778,996.6667,16363.4444,25.7778,61.5556,300.4444,192.1111,-77,627
52806,706.7778,1067.7778,2663.7778,425.8889,9043.1111,154.8889,2509,1622.6667,327.6667,70.8889,1002.3333,15877.5556,17.3333,37.7778,181.5556,131.2222,-29.5556,706.6667
52807,679.3333,1186,3127,452.5556,9125.3333,-3,3130.3333,1804.3333,386,137.6667,517.7778,11747,39.2222,42.2222,205.2222,162.7778,-26.7778,750.2222
52808,681,1183.6667,3002.7778,447.7778,9149,43.2222,2959.8889,1795.4444,383.8889,170.3333,533.2222,9976,42.5556,-70.2222,212.7778,140.2222,-48.8889,644.4444
52809,679,1163.1111,3097.2222,455.5556,9123,-33.2222,3131.2222,1784.7778,382,159.4444,631.6667,13601.7778,32,117.1111,204.1111,147.7778,-37.5556,682.6667
52810,700.8889,1164.3333,3006,422.4444,9177.4444,60.3333,2946.2222,1761.6667,362,87.5556,565.6667,11331,60.2222,10.4444,162.4444,106.5556,-30.4444,651.6667
52811,696.6667,1195.8889,2923.3333,424,9138.5556,122,2801.2222,1791.3333,370.8889,12.7778,712.6667,20070.4444,41.5556,56.8889,254.7778,161.3333,-58.1111,614.8889
52812,687.2222,1189.3333,2972.5556,436.7778,9147.3333,93.5556,2879,1785.7778,378,178.6667,643.1111,15385.3333,31.4444,66.3333,279.6667,155.6667,-73.6667,559
52813,703.4444,1145,3022.1111,418.2222,9159,2.3333,3020.2222,1748.6667,357.3333,107.5556,515.4444,17793.4444,56.3333,-25.7778,289.7778,210.2222,-54.4444,691
52814,688,1166,2868.8889,441,9111.2222,114.7778,2754.2222,1757.6667,369.6667,126.3333,629.6667,9310,45,-134.3333,252.5556,137.3333,-81.6667,513.6667
52815,688.1111,1201.3333,2922,439.8889,9128.3333,129,2793,1797.4444,377.3333,147.6667,585.3333,14067.1111,51,-87.8889,250.1111,154.8889,-76.1111,596
52816,672,1153.2222,3077.6667,444,9169.6667,-81.3333,3159.6667,1781.6667,390,42.6667,489.3333,18266.6667,18.1111,18.7778,214.6667,156.8889,-35.4444,705.2222
52817,695.8889,1142,2776.3333,467.2222,9024.8889,104,2672.6667,1723.8889,351.6667,148.8889,770.5556,17241.7778,60.6667,-28.4444,313.8889,148.4444,-129.4444,420.4444
52818,695,1134,2941.2222,482,9016,37.1111,2904.4444,1716.8889,346.8889,153.5556,596.3333,11754.1111,34.5556,9.3333,159.1111,130.1111,-9.8889,816.1111
52820,740,1114,3153.5556,304,9543.6667,-62.5556,3217,1715.6667,343,111.1111,533.6667,15116.2222,11.3333,-26.3333,227.5556,122.4444,-68.6667,537.7778
52821,739,1139.8889,3166.2222,309,9481.2222,-71.5556,3238.8889,1756.4444,352.6667,96.1111,604.8889,12475.3333,44.6667,10.5556,164.2222,103.8889,-33.7778,640.6667
52822,734,1127.3333,3145.1111,325.6667,9407.3333,-93.7778,3240,1743.3333,353,3.6667,545.6667,17695.4444,34.1111,-43.7778,241.6667,160.7778,-57.5556,634.1111
52823,737,1113.2222,3104.8889,321,9440.3333,-109.7778,3215.7778,1724.3333,347,72.4444,589.3333,14172.2222,24.1111,-35.7778,193.4444,138.1111,-32,696.3333
52824,734.5556,1106.2222,3112.8889,339.7778,9295,-103.6667,3217.5556,1706.3333,344.8889,9,661.4444,19705.1111,32.7778,36.4444,238.7778,152.6667,-62.2222,607.3333
52825,718.1111,1064,2627.3333,404.5556,8980.8889,170.7778,2456.7778,1617.6667,320,0.6667,821.6667,18386.4444,57.6667,-90.1111,265.8889,183.4444,-48.4444,665.5556
52826,712,1133.6667,2794.2222,424.8889,9047.4444,146.6667,2647.6667,1718.8889,340.3333,42.6667,808.7778,19566.1111,47.6667,-6.2222,297.7778,213,-51.7778,686.1111
52827,710.7778,1171.4444,2880.5556,392.4444,9201.1111,179.3333,2701.2222,1747,353.7778,169.6667,739.2222,15010.3333,60.3333,-41.7778,264.4444,182.1111,-50.6667,680.4444
52828,706.6667,1232.3333,3071,392,9233,139.6667,2931.3333,1844.4444,376.7778,134.2222,533.8889,16540.7778,42.8889,20,249.8889,201.4444,-26.7778,774.7778
52829,758.3333,925.2222,2417.1111,381,9109,53.4444,2363.5556,1475.6667,276,103.4444,1270.5556,17496.8889,18.3333,64.6667,241.6667,149,-72.4444,566.5556
52830,761.3333,1005.5556,2522.2222,375.8889,9131.7778,133.5556,2388.5556,1544,288.2222,199.3333,1088.5556,13772.7778,35.8889,-0.1111,290.4444,213.7778,-60.1111,661.3333
52831,767,1159,2791.5556,382,9171,234.2222,2557.3333,1713.4444,317.2222,192.3333,840.4444,14432.6667,38.7778,36.3333,202.5556,148,-30.3333,718.3333
52832,766,1124.8889,2728.6667,381,9163.3333,214.6667,2514,1678.5556,310.8889,179.5556,843.5556,14523.6667,31.6667,-18.2222,206.8889,154,-30.4444,724.1111
52833,762,1144.4444,2765.5556,380.3333,9166.5556,219.1111,2546.4444,1704,317.5556,178.2222,828.1111,14389.1111,21.4444,1.1111,208.4444,143.5556,-37.1111,686.3333
52834,733.6667,1142.4444,3147.3333,384,9009.8889,-56.6667,3205,1751.6667,351.3333,155.6667,562.3333,15876.6667,47.5556,-2.5556,246.2222,182.3333,-40.3333,713.5556
52835,738,1136.5556,2972,380,9039.2222,-9,2981.6667,1750.7778,348,49.8889,778,19297.3333,39.7778,-5,279.6667,166.8889,-80.8889,571.2222
52836,706,1264,3188.3333,358.8889,9357,114.7778,3073.5556,1874.3333,389.6667,191.8889,226.7778,11287.8889,70.5556,-64.4444,263.1111,214.7778,-27.8889,779.7778
52837,730.8889,1137.4444,3135,384,8993.3333,-51.3333,3187.4444,1743.4444,352.6667,12.1111,608.6667,19861.6667,30.7778,37.8889,205.6667,167.8889,-24.5556,766.5556
52838,706.2222,1014.1111,2561.1111,505.1111,8995.2222,56,2505.2222,1589.7778,317.4444,10.8889,1067.1111,20901.8889,56.7778,24.3333,246.7778,178.7778,-41.5556,690.3333
52839,672.3333,1129.2222,2953.3333,478.2222,9106.5556,-31.1111,2985.6667,1728.2222,374,98.2222,597.6667,14757.5556,20.3333,-7.6667,164.3333,118.7778,-24.6667,721.3333
52840,741,1124,2959.7778,347,9296.7778,-18.3333,2978.5556,1731.2222,343,3.7778,782.3333,19951.7778,43.1111,-17.6667,276.2222,196,-60,673.2222
52841,742.2222,1100.8889,3050.1111,371.5556,9169,-100.6667,3151.7778,1707.2222,334.7778,98.6667,649.1111,17493.5556,28.3333,-21,220.8889,165.2222,-37.3333,716.4444
52842,740.2222,1106.8889,2829.2222,354.6667,9284.7778,24.6667,2804.3333,1719.2222,340,52.8889,1074.7778,16227,22.8889,74.5556,299.6667,203.4444,-59.4444,663.7778
52843,682.6667,1196.2222,2852.1111,452.4444,9154.8889,138.4444,2713.6667,1794,382.6667,71.8889,788.8889,19107.2222,37.5556,28.5556,246.6667,181.3333,-38.3333,707.6667
52844,682,1152.7778,3079.3333,434.4444,9204.4444,-51.5556,3132.1111,1775.2222,380.8889,1.6667,484.6667,18539,40.7778,-28.6667,233.2222,171,-41.7778,701.7778
52845,676.3333,1200,2960,462.6667,9159,66.3333,2893.7778,1814.2222,390.5556,32.1111,609.2222,18718.3333,41.4444,-17,245.1111,161.7778,-52.6667,653.4444
52846,669,1160.6667,3003,450,9168,2.5556,3000.7778,1765,390,96.6667,716.2222,17196.1111,28.5556,124.4444,214.5556,148.7778,-41,671.6667
52847,769,1179.8889,2831.7778,396,9114.1111,245.6667,2586.1111,1732.8889,320.8889,37.4444,737,15981.4444,32.2222,-17.5556,166.5556,139.6667,-16.1111,777.4444
52848,763.7778,962.8889,2455.2222,381,9109,95.3333,2359.6667,1501.3333,278,15,1164.1111,16821.3333,41.4444,14.6667,205.4444,174.3333,-14.2222,802.6667
52849,743.8889,1246.1111,3170.4444,391,9239.2222,138,3032.4444,1843.3333,353.7778,198.6667,372.1111,11640.4444,43.1111,-20.2222,236.7778,190.3333,-24.7778,767
52850,739.6667,1244.4444,2950.1111,391.5556,9193.8889,226.4444,2723.2222,1830.3333,354,196.1111,705.3333,13712.3333,37.5556,79,217.1111,173.2222,-25.3333,764.7778
52851,755,1107.8889,2932.5556,380.6667,9100.8889,-38.5556,2972,1721.6667,327.3333,47.6667,791.2222,15043.3333,40,-21.6667,248.8889,145.3333,-71.1111,564.3333
52852,745,1128.5556,3016,371,9123,-42,3059,1741.1111,340,51.3333,788.6667,15993.2222,22.7778,23.3333,197.2222,170.3333,-15.7778,804.5556
52853,752.7778,1093,2861,372,9140,5.7778,2855.4444,1705.6667,327,130.7778,1017.7778,11507.2222,44.4444,24.8889,198.3333,159.7778,-23.3333,752.4444
52854,743.1111,1131.7778,3019,393,9007.6667,-39.3333,3059.2222,1742,340,6.4444,599.2222,16792.7778,18.5556,-78.5556,198.2222,151,-34.5556,715.8889
52855,736.5556,1131,2950,387.8889,9004.1111,1.4444,2948.7778,1746.5556,346.7778,61.7778,824,17392,26.7778,57.1111,227.2222,133.7778,-62.7778,584.6667
52856,726,1151.7778,3095,388.8889,8946.2222,-30.8889,3126.7778,1758.7778,359,98.8889,765.8889,17018,21.2222,98.5556,238.5556,143.8889,-63.3333,602.2222
52857,723.4444,1153.7778,3151.2222,389.1111,8933.6667,-39.7778,3192,1762.6667,362.3333,131,629.8889,12807.8889,39.2222,39.5556,196.4444,126,-43.1111,643.2222
52858,703,1250.1111,3256.8889,380.3333,9295.4444,78.4444,3178.5556,1870.7778,388.2222,174.8889,411.2222,15385.8889,39.5556,46.3333,198.5556,156.6667,-21.2222,774.8889
52859,729.6667,1219.6667,2935.8889,382.7778,9286.4444,209,2726.8889,1799.4444,356.3333,136.7778,627,10728.1111,46.4444,-40.6667,142.4444,104.1111,-15.4444,741.3333
52860,707,1227.2222,3037.5556,390.4444,9232,132.2222,2905.3333,1832.6667,374.7778,143,616.6667,11095.1111,39.2222,24,147.5556,110.7778,-18.3333,740.7778
52861,712,1175.3333,2855,406.4444,9132,190.1111,2664.7778,1753.6667,350.7778,127.8889,842.3333,18288.5556,25.5556,26.8889,267.1111,199.8889,-35.2222,732.2222
52862,722.7778,1137.5556,3169,385,8967.6667,-61.5556,3231.3333,1745.1111,359.4444,175,570.4444,9908.2222,49.3333,11.1111,240.6667,156.5556,-44,648.1111
52863,729,1139.8889,3115.1111,363,9088,-61.4444,3177.5556,1744.2222,356,154.6667,741,14464.8889,29,103.8889,267.8889,174,-57.7778,645.6667
52864,699,1164.2222,3104,438.6667,9149.3333,9.5556,3094.7778,1766,360.7778,192.5556,456.5556,15944.7778,6,18,191,147.6667,-25.1111,749.4444
52865,701,1161.3333,2978.4444,445.3333,9123,69.6667,2909,1754.3333,356.2222,172.5556,568.3333,14014.7778,50.3333,-63.4444,229.5556,137.2222,-61.6667,576.6667
52866,700,1156.3333,3093.6667,433.1111,9161.1111,6.2222,3088,1754.4444,358.5556,190.4444,456.8889,12137.6667,41.8889,6.1111,170.8889,124.3333,-25,738.7778
52867,751.7778,728.3333,2167.1111,498,8953.7778,-136.7778,2304.5556,1280.2222,235,65.5556,1553,16534.5556,9.7778,39.8889,168.8889,114.5556,-27.6667,687.2222
52868,730.8889,956,2459,498.8889,8972,20.3333,2439,1512.3333,289.3333,7.8889,1041,17750.7778,50,-52.3333,185.2222,140.1111,-23.6667,741.7778
52869,707.6667,1098.3333,2647,492.6667,9013.3333,57.4444,2589.6667,1682.4444,336.7778,61,977.2222,18425.1111,24.3333,62.7778,229,134.3333,-62,576.1111
52870,670,1127.2222,3008,466.4444,9128.7778,-86.6667,3095.6667,1727.3333,377.8889,153.3333,511.7778,16556.5556,60.6667,-18.7778,260.7778,200.8889,-53.1111,700.5556
52871,670,1122.3333,2996.5556,469.1111,9122.2222,-82.3333,3080,1721,376,194,519.7778,12311.8889,62.4444,-34.6667,217.7778,152.5556,-46.8889,673
52872,699,1207.6667,3172,419.3333,9195.6667,34,3138,1828,375,152.6667,375.8889,16026.7778,57.2222,-53.7778,229.4444,167.5556,-39,715.5556
52873,697,1162.7778,3072.3333,460.7778,9080,30.1111,3042.3333,1762.7778,358.2222,113.6667,472.6667,17368.8889,18.8889,-17.6667,195.8889,152.3333,-29,740.2222
52874,700.5556,1165.6667,3095.4444,424.3333,9173.6667,29.5556,3065.8889,1767.7778,361,192,524.1111,13511.2222,46.2222,37.6667,196.1111,150.1111,-25.8889,744.4444
52875,701,1160.1111,3080.1111,428.4444,9167.8889,28.1111,3052.1111,1759.7778,358.8889,145.1111,548.2222,14480.7778,33.8889,36.7778,245.6667,163.8889,-51.1111,652.2222
52876,700.3333,1163.3333,3004.7778,445,9127,55,2950,1758.8889,357.7778,139,603.4444,17955.7778,56.6667,-6.1111,235.8889,180,-38.5556,731
52877,679,1260,3217.6667,453,9122.3333,65,3152.5556,1890.7778,405.7778,178.5556,284.8889,10352.3333,50.4444,-58.8889,220.7778,147.5556,-52.8889,636.2222
52878,678,1180.2222,3100.6667,455.3333,9124.2222,-4.6667,3106,1794.1111,386.2222,28.3333,479.1111,15365.7778,59.7778,-9.7778,169.8889,113.8889,-38.3333,659.8889
52879,678,1227.4444,3162,454,9126,37,3125,1846.5556,397,45.8889,361.8889,15092.1111,44.1111,-3.2222,208.2222,108.7778,-70.8889,525.5556
52880,681,1216.3333,3160,445.6667,9141,32,3128,1834.8889,391.6667,147,377,16807.6667,35.6667,-8,232.6667,167.5556,-42.7778,698.4444
52881,682.1111,1209.7778,3146.2222,441.6667,9155,30.7778,3115.6667,1824.7778,388.8889,22.5556,394.2222,19613.1111,34.6667,-17.3333,221.6667,157.4444,-50.2222,663.7778
52882,691.1111,1232.3333,3200,411.3333,9283.2222,43.7778,3156.3333,1855.7778,389.8889,198.6667,375.7778,10994.3333,67,-9.2222,210.6667,144.2222,-35,695.3333
52883,697,1233,3162.1111,395,9316.3333,65.2222,3096.8889,1850.6667,386.7778,158.6667,566.8889,11295,44.2222,88.2222,164.2222,134.3333,-13.5556,793.4444
52884,698,1203.3333,3053.2222,391.3333,9308.4444,76.7778,2976.2222,1809,376.3333,20.8889,567.8889,15117.3333,61.1111,-58.3333,169.1111,122.2222,-23.6667,724.2222
52885,693.8889,1264,3222.3333,405.1111,9305.5556,77.5556,3145,1890.6667,396.3333,177.2222,285.6667,13808.7778,60.5556,-11.1111,229.2222,141.1111,-53.6667,623
52886,693.8889,1255.3333,3210,405.5556,9305,68.7778,3141,1880.4444,394.3333,22,302.3333,14424.6667,53.5556,-29.6667,191.5556,144.2222,-36,720.8889
52887,690.2222,1252.5556,3194.2222,419,9246.6667,76.6667,3117.6667,1876,395.1111,4.4444,288.8889,19558.6667,77,-69.6667,240.5556,149.2222,-62,613.4444
52888,687,1274.7778,3231,428.1111,9219.4444,84.1111,3146.7778,1906.8889,404.3333,42.7778,322.8889,20773.3333,60.6667,9.8889,264.7778,149.8889,-86.3333,535.4444
52889,678,1167.7778,3076.6667,456,9126.6667,1.3333,3076,1779.1111,381.6667,22.4444,519,16728.3333,43.5556,-6,194.1111,138.4444,-32.8889,702.6667
52890,669,1124.3333,2980,465.7778,9131.6667,-60.8889,3041.8889,1719,377,55.1111,528.5556,18930.4444,34,-12.1111,229,186.4444,-27.3333,775.5556
52891,670,1125.7778,2930,472.5556,9120,-5.4444,2936.4444,1721.1111,376,151.7778,701.7778,8179.6667,66,7.5556,164.5556,132.8889,-22,749.6667
52892,670,1126.4444,2937.6667,470.4444,9122,-6.3333,2944.8889,1721.4444,376.8889,11.1111,739.7778,18364,53.5556,39.5556,185,140.4444,-28.4444,726.4444
52893,692,1029.5556,2659.1111,478.6667,8850.8889,84.2222,2575,1613.4444,334,157.7778,1096.6667,10535.6667,45.8889,-5,128.4444,102.8889,-11.6667,774.1111
52894,703,948,2489.6667,458.6667,8857.7778,36.3333,2453.6667,1521.6667,308.2222,118.5556,1287.6667,10511,61.7778,9.4444,144.8889,119.8889,-10.6667,784.1111
52895,729,1147.1111,3164.4444,389,8966.7778,-51.6667,3217,1753.3333,355,172.1111,520,12082.8889,32,-60.3333,219.8889,152.4444,-38.1111,679.8889
52896,727,1132.6667,3147.4444,388.1111,8955.2222,-53.7778,3202.3333,1734.8889,353,12.6667,533.3333,17368.7778,23.4444,-8,223.2222,132.3333,-55,591.8889
52897,726,1138.2222,3126,390.2222,8930.6667,-38.3333,3165.2222,1738.6667,354.8889,96.1111,645.5556,17296.6667,34.1111,68.8889,225.7778,146.7778,-46,653.2222
52898,724,1150,3096.2222,388,8915.7778,-7.6667,3104.8889,1751.8889,359,66.1111,634.6667,20179.1111,48.7778,-5.6667,255.7778,166.6667,-58.2222,640.6667
52899,725,1161.2222,3164.2222,388,8949.6667,-28.3333,3193.6667,1772.8889,362.6667,172.2222,576.8889,9697.5556,58.3333,21,169,113.1111,-27.5556,680.2222
52900,671.6667,1156,3044.2222,463.3333,9139.1111,-32,3077.2222,1764.1111,385.2222,54.2222,469.1111,14458.7778,31.2222,-30.2222,176.3333,119.8889,-31.6667,674.5556
52901,674,1123.1111,2979.6667,478,9101,-70,3050.6667,1724.3333,371.1111,152.7778,568.6667,11842.7778,34.7778,-26.4444,217.8889,136.2222,-56.5556,605.6667
52902,677,1139.3333,2941.4444,477.5556,9094.1111,-1.1111,2942.8889,1741,374,190.8889,595.7778,15380.1111,11.7778,-26.3333,247,142.4444,-60.1111,590.1111
52903,675,1149,2893.4444,484.2222,9094.7778,29,2865,1752.5556,376.5556,188.4444,718.5556,12520.5556,41.4444,17.3333,244.3333,139.5556,-60.4444,591.5556
52904,692.2222,1075.6667,2648.3333,500,9025.8889,68.6667,2579.6667,1662.4444,342.1111,197.2222,978.7778,14826.1111,25.3333,60.5556,262.7778,161.7778,-59.1111,625.7778
52905,694.7778,969.6667,2500.8889,518.8889,8988.5556,30.6667,2470.3333,1536,312.7778,140.1111,1114.8889,10928.8889,45.6667,-28.8889,150.8889,92.4444,-30.4444,631.6667
52906,733.6667,1128.4444,3147.2222,326,9399,-92,3240,1744.5556,353.5556,139.2222,599.1111,14782.4444,22.4444,27.6667,228.1111,115.5556,-72.4444,526.4444
52907,741.1111,1123.1111,2969.6667,328,9366.3333,-40.3333,3011,1727.1111,344,131.6667,801.4444,13059.7778,31.3333,9.4444,198.3333,129,-49,630.8889
52908,737,1115.6667,3097.1111,325,9396,-117.8889,3216,1725.6667,346.8889,84.6667,627.3333,16054.6667,12.8889,-5.3333,257.2222,115.5556,-77.4444,496
52909,726,1202.1111,3248.8889,308,9333.6667,3.3333,3245.4444,1829.8889,382.5556,130.6667,417.7778,17603.2222,16.1111,-20,246.8889,136.5556,-77,540.3333
52910,719,1188.4444,3232.1111,348.2222,9175.2222,-7.4444,3240.6667,1813,380.7778,43.7778,524.6667,17806.8889,17.1111,65.7778,242.5556,134.7778,-68.1111,555.6667
52911,763.5556,928.3333,2426,378,9117.2222,56.8889,2369,1476.4444,273.7778,197.8889,1300,14028.3333,37.6667,43.5556,226,160.5556,-42.2222,662.6667
52912,757.3333,932.6667,2426.6667,380,9109,61.5556,2365.1111,1482,277.7778,45.8889,1211.6667,20600.6667,46,21.1111,256.5556,211.5556,-29.8889,763.1111
52913,716.2222,1023.2222,2617.3333,397.1111,9013.8889,106.3333,2511.2222,1590,318.6667,190,1028,8769.6667,71.7778,-15.1111,159.7778,100.8889,-30.5556,648.8889
52914,718,1082.6667,2702,403.6667,9011,125.8889,2576,1655,328.3333,159.3333,988.5556,16774.7778,40.4444,26.7778,262.4444,176.6667,-49.7778,655
